cell,target,model,brier,bss,auc,n,bss_lo,bss_hi,heidke,peirce
A_trainstation_testyears,precip_6h,climatology,0.18990322462204862,0.0,0.6636678151520085,669057,,,,
A_trainstation_testyears,precip_6h,persistence,0.1691769161670829,0.10914142451354292,0.7209232419483231,669057,,,,
A_trainstation_testyears,precip_6h,zambretti_cal,0.1994885322829958,-0.050851848378204556,0.5794490486724642,666221,-0.05528354396812215,-0.04579457310350346,,
A_trainstation_testyears,precip_6h,sager_cal,0.1508335567966939,0.2118195751465497,0.7714644178189475,631162,0.20713653146443697,0.21666110884581896,,
A_trainstation_testyears,precip_6h,logreg,0.12773086882961948,0.32738967922301754,0.8334109175339137,669057,0.32298671442431004,0.33178407290331696,,
A_trainstation_testyears,precip_6h,sager_faithful,0.3065726390372044,-0.6019946623050367,0.6822113668477537,631162,,,,
A_trainstation_testyears,precip_12h,climatology,0.21941060108484436,0.0,0.6660465570778926,669382,,,,
A_trainstation_testyears,precip_12h,persistence,0.2599995219471094,-0.18499070082110403,0.6676101326236544,669382,,,,
A_trainstation_testyears,precip_12h,zambretti_cal,0.23204051740568474,-0.05777634396580145,0.5846667881875605,666492,-0.06303757751772138,-0.05173302980305245,,
A_trainstation_testyears,precip_12h,sager_cal,0.19153912040707743,0.13092858461425583,0.7295940017400236,631518,0.12606752379687766,0.1362253734035548,,
A_trainstation_testyears,precip_12h,logreg,0.1684570672467374,0.23222913380745736,0.7929876750828416,669382,0.22746601804263586,0.23679926170402443,,
A_trainstation_testyears,precip_12h,sager_faithful,0.32644675211157875,-0.4811884919526126,0.658010891664287,631518,,,,
A_trainstation_testyears,precip_24h,climatology,0.22831019740488934,0.0,0.6762245531939626,668829,,,,
A_trainstation_testyears,precip_24h,persistence,0.38374831234889634,-0.680819852598832,0.6293871645003734,668829,,,,
A_trainstation_testyears,precip_24h,zambretti_cal,0.2448521477193666,-0.07254237062460334,0.5873526649053569,666074,-0.07897716183131617,-0.0646261974331745,,
A_trainstation_testyears,precip_24h,sager_cal,0.21649325691660734,0.05282213384189216,0.6959762665082625,631213,0.0470235463996829,0.05963805702143748,,
A_trainstation_testyears,precip_24h,logreg,0.19432897775569405,0.1488379408166881,0.7646303464236213,668829,0.14371803174942155,0.15472010561984045,,
A_trainstation_testyears,precip_24h,sager_faithful,0.3679914703911358,-0.60999645279355,0.6366894512254759,631213,,,,
A_trainstation_testyears,windup_6h,climatology,0.18767576521132112,0.0,0.5786455856489037,661937,,,,
A_trainstation_testyears,windup_6h,persistence,0.25560287459380576,-0.3619386302008645,0.5,661937,,,,
A_trainstation_testyears,windup_6h,zambretti_cal,0.18898134927275273,-0.007804289822502586,0.5554527207038122,659133,-0.008627709742035122,-0.006952794258846695,,
A_trainstation_testyears,windup_6h,sager_cal,0.18335262317454126,0.013647875960908884,0.6013048904617043,629495,0.012342088111072774,0.014911524284392741,,
A_trainstation_testyears,windup_6h,logreg,0.1349401460613087,0.2809932283512079,0.8229734472096164,661937,0.2767425791999453,0.28473532320329104,,
A_trainstation_testyears,windup_6h,sager_faithful,0.42234648408645026,-1.272028315965514,0.5000162879555533,629495,,,,
A_trainstation_testyears,windup_12h,climatology,0.23371597542013853,0.0,0.5775123754949241,663278,,,,
A_trainstation_testyears,windup_12h,persistence,0.3889862169407096,-0.6643544209652343,0.5,663278,,,,
A_trainstation_testyears,windup_12h,zambretti_cal,0.2364793645586456,-0.012237962571844507,0.5424156308758257,660425,-0.013207093745070337,-0.011274228215340293,,
A_trainstation_testyears,windup_12h,sager_cal,0.2296258548556792,0.015501437687065911,0.600548065715918,630557,0.013941835809066619,0.01700124177943402,,
A_trainstation_testyears,windup_12h,logreg,0.15797708326984533,0.3240638215429711,0.832362624651725,663278,0.3201560032718554,0.3281021139425053,,
A_trainstation_testyears,windup_12h,sager_faithful,0.4755922145024161,-1.0390554527020983,0.48845260990932254,630557,,,,
A_trainstation_testyears,windup_24h,climatology,0.2445987169166664,0.0,0.5796707659749005,662910,,,,
A_trainstation_testyears,windup_24h,persistence,0.5229186465734413,-1.1378634081371621,0.5,662910,,,,
A_trainstation_testyears,windup_24h,zambretti_cal,0.24850927289715544,-0.016025184645918067,0.5371989612467541,660165,-0.017314410556093764,-0.014656542567819071,,
A_trainstation_testyears,windup_24h,sager_cal,0.24278953089572508,0.007218956751629313,0.5919159167257076,630378,0.0055220306068110014,0.008926097982996812,,
A_trainstation_testyears,windup_24h,logreg,0.17533633909169302,0.2831673800176586,0.8111930276730205,662910,0.2799430349084521,0.28664206034423323,,
A_trainstation_testyears,windup_24h,sager_faithful,0.5135252182024119,-1.0998356065043757,0.49294128857967845,630378,,,,
A_trainstation_testyears,pfall_6h,climatology,0.10535830114676042,0.0,0.7881712891531016,667575,,,,
A_trainstation_testyears,pfall_6h,persistence,0.20210912631539527,-0.9183028210929893,0.6950277156544872,667575,,,,
A_trainstation_testyears,pfall_6h,zambretti_cal,0.10759766879607392,-0.020040840620935585,0.6944122888959154,664824,-0.023861824202986576,-0.016107683607993237,,
A_trainstation_testyears,pfall_6h,sager_cal,0.11554602991600274,-0.09778044076400927,0.6558653492156032,629889,-0.10247511280427199,-0.09236241711194372,,
A_trainstation_testyears,pfall_6h,logreg,0.08888762407833453,0.15633013145763253,0.8508339571624692,667575,0.15219616210199394,0.1602949441409279,,
A_trainstation_testyears,pfall_12h,climatology,0.16896458071319753,0.0,0.7373805628876471,668217,,,,
A_trainstation_testyears,pfall_12h,persistence,0.2717201148728632,-0.6081483688826128,0.6218984553130321,668217,,,,
A_trainstation_testyears,pfall_12h,zambretti_cal,0.18209324138489266,-0.07706480662197657,0.6340161974427022,665424,-0.08083494085748973,-0.07319108829940572,,
A_trainstation_testyears,pfall_12h,sager_cal,0.18796077805635344,-0.11094823611314841,0.6235152029124624,630539,-0.11638036500524279,-0.10539222613665013,,
A_trainstation_testyears,pfall_12h,logreg,0.15091752408453993,0.10680970267544354,0.7895737821241361,668217,0.10304173940199741,0.11079782751992115,,
A_trainstation_testyears,pfall_24h,climatology,0.20975713810297403,0.0,0.7168169887872754,667597,,,,
A_trainstation_testyears,pfall_24h,persistence,0.3696736204626444,-0.7623887501800493,0.5874927296855262,667597,,,,
A_trainstation_testyears,pfall_24h,zambretti_cal,0.22980321134790324,-0.09569770092444507,0.6266071526888706,664978,-0.1009197338013777,-0.09061932773314302,,
A_trainstation_testyears,pfall_24h,sager_cal,0.2337409216395081,-0.11534740326695325,0.617390311835305,630225,-0.1220740070194403,-0.10902980364355709,,
A_trainstation_testyears,pfall_24h,logreg,0.19633674211634505,0.06398064022040872,0.7555668370481532,667597,0.05935304719003576,0.06909155221159552,,
A_trainstation_testyears,cond_12h,persistence,,,,670280,,,0.27863947035728925,0.27297679905981315
A_trainstation_testyears,cond_12h,zambretti,,,,667341,,,0.06154262190325616,0.05775143966348915
A_trainstation_testyears,cond_12h,sager,,,,632314,,,0.14462478515664734,0.15676638153830177
A_trainstation_testyears,cond_24h,persistence,,,,670545,,,0.23418344566628177,0.2294405374908745
A_trainstation_testyears,cond_24h,zambretti,,,,667606,,,0.04572383831341229,0.04291291302436614
A_trainstation_testyears,cond_24h,sager,,,,632462,,,0.12037572994275213,0.13045445144210152
C_teststation_testyears,precip_6h,climatology,0.2033713114279917,0.0,0.5969365089149118,90203,,,,
C_teststation_testyears,precip_6h,persistence,0.17895191955921644,0.12007294292057269,0.7153477967981697,90203,,,,
C_teststation_testyears,precip_6h,zambretti_cal,0.2111422455415129,-0.038106428490280564,0.5249097306843191,90044,,,,
C_teststation_testyears,precip_6h,sager_cal,0.1650142977545335,0.1931562534162704,0.7416614588052031,87193,,,,
C_teststation_testyears,precip_6h,logreg,0.14023106724376216,0.31046780266540097,0.8118511749614095,90203,,,,
C_teststation_testyears,precip_6h,sager_faithful,0.3626552590230867,-0.773216817513265,0.6350570501858922,87193,,,,
C_teststation_testyears,precip_12h,climatology,0.23798361996967113,0.0,0.5931270156225059,90234,,,,
C_teststation_testyears,precip_12h,persistence,0.27814349358334994,-0.16875057879528366,0.6607317073911947,90234,,,,
C_teststation_testyears,precip_12h,zambretti_cal,0.24516076955025418,-0.030047613408608953,0.5379298901690791,90072,,,,
C_teststation_testyears,precip_12h,sager_cal,0.20777333947323762,0.1294753133180706,0.6955920599394195,87217,,,,
C_teststation_testyears,precip_12h,logreg,0.18579044144162407,0.219314163448302,0.7630995937113182,90234,,,,
C_teststation_testyears,precip_12h,sager_faithful,0.3766582203010881,-0.5781152675558356,0.6159796314493983,87217,,,,
C_teststation_testyears,precip_24h,climatology,0.24698956769577907,0.0,0.5996523286438966,90199,,,,
C_teststation_testyears,precip_24h,persistence,0.4139513741837493,-0.6759872817528054,0.6224108940405216,90199,,,,
C_teststation_testyears,precip_24h,zambretti_cal,0.2526761724457352,-0.022989082699719665,0.5492574130353585,90037,,,,
C_teststation_testyears,precip_24h,sager_cal,0.22746683028805237,0.07924101998850352,0.6650082032261134,87190,,,,
C_teststation_testyears,precip_24h,logreg,0.2113464708669811,0.14431013083394728,0.7268367115858708,90199,,,,
C_teststation_testyears,precip_24h,sager_faithful,0.405539626103911,-0.6415767169781224,0.6020786655032756,87190,,,,
C_teststation_testyears,windup_6h,climatology,0.19147574821084598,0.0,0.5720544438404382,89920,,,,
C_teststation_testyears,windup_6h,persistence,0.26258896797153025,-0.37139544002396074,0.5,89920,,,,
C_teststation_testyears,windup_6h,zambretti_cal,0.19260156301788403,-0.005872894889051183,0.5583876848995871,89761,,,,
C_teststation_testyears,windup_6h,sager_cal,0.18510570016309533,0.019612032914963162,0.6125158676469166,87108,,,,
C_teststation_testyears,windup_6h,logreg,0.14041771172745424,0.26665536999060857,0.8098342845733151,89920,,,,
C_teststation_testyears,windup_6h,sager_faithful,0.436940349910456,-1.3141970290958187,0.5066891762960695,87108,,,,
C_teststation_testyears,windup_12h,climatology,0.23563466280026646,0.0,0.5735869521834814,89984,,,,
C_teststation_testyears,windup_12h,persistence,0.39745954836415365,-0.6867618016838912,0.5,89984,,,,
C_teststation_testyears,windup_12h,zambretti_cal,0.23879428279381695,-0.013463741069824398,0.5407582319265157,89822,,,,
C_teststation_testyears,windup_12h,sager_cal,0.22970447252647272,0.021687938440251298,0.6110358715551402,87162,,,,
C_teststation_testyears,windup_12h,logreg,0.1653991473204267,0.2980695397067885,0.8166318418671581,89984,,,,
C_teststation_testyears,windup_12h,sager_faithful,0.493414561391432,-1.1014541486684366,0.47986765268554044,87162,,,,
C_teststation_testyears,windup_24h,climatology,0.2439859218010154,0.0,0.5761490456583406,89952,,,,
C_teststation_testyears,windup_24h,persistence,0.5356856990394877,-1.1955598711812985,0.5,89952,,,,
C_teststation_testyears,windup_24h,zambretti_cal,0.24857567697578484,-0.018820717210448423,0.5314099919609884,89790,,,,
C_teststation_testyears,windup_24h,sager_cal,0.2416132027898746,0.01233246026609347,0.6043026166406464,87134,,,,
C_teststation_testyears,windup_24h,logreg,0.1811551024392827,0.25751821620665005,0.80126218094941,89952,,,,
C_teststation_testyears,windup_24h,sager_faithful,0.5335116028186472,-1.1808911354635159,0.4735735876891831,87134,,,,
C_teststation_testyears,pfall_6h,climatology,0.13725387643621845,0.0,0.6887079199790841,90142,,,,
C_teststation_testyears,pfall_6h,persistence,0.23943333851035034,-0.744455928875819,0.6829220187672169,90142,,,,
C_teststation_testyears,pfall_6h,zambretti_cal,0.1333587413981073,0.029139266344912373,0.6796386804357699,89984,,,,
C_teststation_testyears,pfall_6h,sager_cal,0.13941770267568412,-0.02355340044887888,0.6729185935985551,87140,,,,
C_teststation_testyears,pfall_6h,logreg,0.1114014699738325,0.18835465440860966,0.8315140068914088,90142,,,,
C_teststation_testyears,pfall_12h,climatology,0.21056886552473175,0.0,0.6332434426387495,90188,,,,
C_teststation_testyears,pfall_12h,persistence,0.33005499623009715,-0.5674444339509039,0.6005834934999771,90188,,,,
C_teststation_testyears,pfall_12h,zambretti_cal,0.21399927534546578,-0.01610421379554361,0.6296396345961626,90028,,,,
C_teststation_testyears,pfall_12h,sager_cal,0.21566950244625793,-0.02477412371892007,0.641460883159351,87177,,,,
C_teststation_testyears,pfall_12h,logreg,0.17287153132946775,0.17902615422903712,0.781364790513699,90188,,,,
C_teststation_testyears,pfall_24h,climatology,0.2373025898203859,0.0,0.6267409617302705,90144,,,,
C_teststation_testyears,pfall_24h,persistence,0.42797080227192047,-0.8034813804427974,0.5704306377882128,90144,,,,
C_teststation_testyears,pfall_24h,zambretti_cal,0.24267283452807467,-0.022555009464679365,0.6328168951427756,89984,,,,
C_teststation_testyears,pfall_24h,sager_cal,0.24299682981806336,-0.02363038644494231,0.6432625153423082,87141,,,,
C_teststation_testyears,pfall_24h,logreg,0.2058260757929966,0.1326429435566373,0.7434157694838401,90144,,,,
C_teststation_testyears,cond_12h,persistence,,,,90276,,,0.26617746814995474,0.2625139219103934
C_teststation_testyears,cond_12h,zambretti,,,,90112,,,0.037699194977687304,0.03633086776830349
C_teststation_testyears,cond_12h,sager,,,,87254,,,0.11587011111866127,0.12811089783409313
C_teststation_testyears,cond_24h,persistence,,,,90265,,,0.23244595893630748,0.22923360763972986
C_teststation_testyears,cond_24h,zambretti,,,,90103,,,0.03769528222006394,0.036324963582633756
C_teststation_testyears,cond_24h,sager,,,,87248,,,0.0946274189577283,0.10468533008134837
B_teststation_trainyears,precip_6h,climatology,0.17499888002098038,0.0,0.6340584413583642,440399,,,,
B_teststation_trainyears,precip_6h,persistence,0.17873110520232788,-0.02132713752739468,0.6474757696486027,440399,,,,
B_teststation_trainyears,precip_6h,zambretti_cal,0.1850841031915198,-0.057645255362039016,0.534344395184966,435257,,,,
B_teststation_trainyears,precip_6h,sager_cal,0.1449953193427463,0.1830238727679696,0.7539818010765481,287998,,,,
B_teststation_trainyears,precip_6h,logreg,0.13887864043544992,0.20640269001264488,0.7805375227108627,440399,,,,
B_teststation_trainyears,precip_6h,sager_faithful,0.35218994576351226,-0.9844142503647477,0.6473376964401508,287998,,,,
B_teststation_trainyears,precip_12h,climatology,0.21055670046433486,0.0,0.634994639773045,439628,,,,
B_teststation_trainyears,precip_12h,persistence,0.2649217065337058,-0.25819651404814614,0.6104322172663542,439628,,,,
B_teststation_trainyears,precip_12h,zambretti_cal,0.2235667742930073,-0.061541842812994574,0.5477691494640873,434503,,,,
B_teststation_trainyears,precip_12h,sager_cal,0.18635562280842172,0.12203353310029885,0.7122416081751575,287671,,,,
B_teststation_trainyears,precip_12h,logreg,0.17998415693311975,0.14519862566137443,0.7442562909378991,439628,,,,
B_teststation_trainyears,precip_12h,sager_faithful,0.35773157530651334,-0.685360079492757,0.6313460738845228,287671,,,,
B_teststation_trainyears,precip_24h,climatology,0.2326393925361908,0.0,0.6420275806301159,438130,,,,
B_teststation_trainyears,precip_24h,persistence,0.3918311916554447,-0.6842856550809171,0.5818824392430638,438130,,,,
B_teststation_trainyears,precip_24h,zambretti_cal,0.24815795591124548,-0.067326120881668,0.5559394628461627,433730,,,,
B_teststation_trainyears,precip_24h,sager_cal,0.21916073627564928,0.05842133235188085,0.6785662466191154,287694,,,,
B_teststation_trainyears,precip_24h,logreg,0.2127321814160651,0.08557111030552922,0.7131313642149455,438130,,,,
B_teststation_trainyears,precip_24h,sager_faithful,0.3799835936793955,-0.6325207331608262,0.6161502591066105,287694,,,,
B_teststation_trainyears,windup_6h,climatology,0.18161143010628975,0.0,0.5823167273582616,437695,,,,
B_teststation_trainyears,windup_6h,persistence,0.2443162476153486,-0.3452691136915793,0.5,437695,,,,
B_teststation_trainyears,windup_6h,zambretti_cal,0.18360994701502778,-0.01190248212115308,0.5450788302891415,433339,,,,
B_teststation_trainyears,windup_6h,sager_cal,0.1764600360287884,0.012578567153005649,0.6076873206018136,286980,,,,
B_teststation_trainyears,windup_6h,logreg,0.14839706211651407,0.18288699103540262,0.7690664155497189,437695,,,,
B_teststation_trainyears,windup_6h,sager_faithful,0.434667921109485,-1.432281161976701,0.5026925785648231,286980,,,,
B_teststation_trainyears,windup_12h,climatology,0.23121753687869054,0.0,0.5773387760019466,435791,,,,
B_teststation_trainyears,windup_12h,persistence,0.3798449256639077,-0.6428032699924284,0.5,435791,,,,
B_teststation_trainyears,windup_12h,zambretti_cal,0.23463099786737004,-0.015403798406143476,0.5329671620054487,431443,,,,
B_teststation_trainyears,windup_12h,sager_cal,0.2257181007785541,0.017766902878221802,0.6065302337432299,285819,,,,
B_teststation_trainyears,windup_12h,logreg,0.17974915501572872,0.22259722405902527,0.7787904500624557,435791,,,,
B_teststation_trainyears,windup_12h,sager_faithful,0.48819357705400973,-1.124419297924022,0.47929045724915714,285819,,,,
B_teststation_trainyears,windup_24h,climatology,0.2447538725717522,0.0,0.5775789517892033,434235,,,,
B_teststation_trainyears,windup_24h,persistence,0.5214020058263382,-1.1303115670763644,0.5,434235,,,,
B_teststation_trainyears,windup_24h,zambretti_cal,0.2489487160318979,-0.017343958537473725,0.5283283789832809,430397,,,,
B_teststation_trainyears,windup_24h,sager_cal,0.242564155013918,0.011476300636393377,0.5988908611554602,285702,,,,
B_teststation_trainyears,windup_24h,logreg,0.20006529912380888,0.18258576658411152,0.7515709118046516,434235,,,,
B_teststation_trainyears,windup_24h,sager_faithful,0.5250050752182344,-1.1395575084439793,0.4780841234784813,285702,,,,
B_teststation_trainyears,pfall_6h,climatology,0.13570290355659,0.0,0.694649172623866,435103,,,,
B_teststation_trainyears,pfall_6h,persistence,0.2553901030330749,-0.8819796506901834,0.6589069631128054,435103,,,,
B_teststation_trainyears,pfall_6h,zambretti_cal,0.13617998072933357,-0.0038594699969520807,0.6633340113623754,430430,,,,
B_teststation_trainyears,pfall_6h,sager_cal,0.13948486947732797,-0.03962146749516271,0.6665719971578602,285081,,,,
B_teststation_trainyears,pfall_6h,logreg,0.11566691365790456,0.14764599263220746,0.8135196759809193,435103,,,,
B_teststation_trainyears,pfall_12h,climatology,0.20917377175289484,0.0,0.6412439548572486,431511,,,,
B_teststation_trainyears,pfall_12h,persistence,0.33616987747705157,-0.6071320732992385,0.5952162118293965,431511,,,,
B_teststation_trainyears,pfall_12h,zambretti_cal,0.21579143686519547,-0.03434356909308067,0.6209385896103393,427253,,,,
B_teststation_trainyears,pfall_12h,sager_cal,0.21468070929535335,-0.03206222163977723,0.6452044459127061,283166,,,,
B_teststation_trainyears,pfall_12h,logreg,0.1812869727384155,0.13331881325648753,0.7602625633842633,431511,,,,
B_teststation_trainyears,pfall_24h,climatology,0.23593856770437524,0.0,0.6302825116604205,432462,,,,
B_teststation_trainyears,pfall_24h,persistence,0.4308008564914374,-0.8259026520463557,0.5690724591887439,432462,,,,
B_teststation_trainyears,pfall_24h,zambretti_cal,0.24321649892093858,-0.031987387511750676,0.6272377171399437,429258,,,,
B_teststation_trainyears,pfall_24h,sager_cal,0.24186100381273834,-0.026765529626926465,0.6468912168509772,285328,,,,
B_teststation_trainyears,pfall_24h,logreg,0.21233097468541398,0.10005821959782746,0.7259314523609699,432462,,,,
B_teststation_trainyears,cond_12h,persistence,,,,440463,,,0.19547464413958646,0.18504243704400147
B_teststation_trainyears,cond_12h,zambretti,,,,435296,,,0.030140054490869865,0.028992122786925378
B_teststation_trainyears,cond_12h,sager,,,,288422,,,0.11750549147872609,0.13335999675811627
B_teststation_trainyears,cond_24h,persistence,,,,442262,,,0.1676484416310739,0.15906769346105654
B_teststation_trainyears,cond_24h,zambretti,,,,437079,,,0.027455794161823734,0.02649046986501907
B_teststation_trainyears,cond_24h,sager,,,,289165,,,0.09153136223727738,0.10396871336277495
